timestamp_16,heart_rate
2020-12-02 10:52:00,81.0
2020-12-02 10:54:00,79.0
2020-12-02 10:55:00,83.0
2020-12-02 10:56:00,85.0
2020-12-02 10:57:00,86.0
2020-12-02 10:58:00,85.0
2020-12-02 10:59:00,83.0
2020-12-02 11:00:00,84.0
2020-12-02 11:01:00,85.0
2020-12-02 11:03:00,88.0
2020-12-02 11:04:00,85.0
2020-12-02 11:05:00,84.0
2020-12-02 11:06:00,85.0
2020-12-02 11:07:00,84.0
2020-12-02 11:08:00,86.0
2020-12-02 11:09:00,83.0
2020-12-02 11:10:00,81.0
2020-12-02 11:11:00,84.0
2020-12-02 11:12:00,86.0
2020-12-02 11:13:00,84.0
2020-12-02 11:18:00,83.0
2020-12-02 11:19:00,81.0
2020-12-02 11:20:00,83.0
2020-12-02 11:21:00,84.0
2020-12-02 11:22:00,78.0
2020-12-02 11:23:00,81.0
2020-12-02 11:25:00,80.0
2020-12-02 11:28:00,84.0
2020-12-02 11:29:00,85.0
2020-12-02 11:30:00,84.0
2020-12-02 11:31:00,82.0
2020-12-02 11:32:00,81.0
2020-12-02 11:33:00,87.0
2020-12-02 11:34:00,90.0
2020-12-02 11:35:00,80.0
2020-12-02 11:36:00,84.0
2020-12-02 11:37:00,79.0
2020-12-02 11:38:00,82.0
2020-12-02 11:39:00,80.0
2020-12-02 11:41:00,82.0
2020-12-02 11:42:00,79.0
2020-12-02 11:43:00,83.0
2020-12-02 11:44:00,79.0
2020-12-02 11:46:00,81.0
2020-12-02 11:47:00,87.0
2020-12-02 11:48:00,79.0
2020-12-02 11:49:00,83.0
2020-12-02 11:50:00,87.0
2020-12-02 11:51:00,90.0
2020-12-02 11:52:00,0.0
